id,itemTime,language,trial,antonymPair,scenarioLabel,expressionLabel,expression,predicateType,minValue,maxValue,startingValue,answer,naturalness,RT,engagement,difficulty,comments
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350238844,English,5,fast,car,Q and not-Q,slow and not slow,stage,0,120,74,44,6,16888,8,3,none
A33DI3X0V7ZLCF:3T111IHZ5FYCZYGI49EFGCZQEZX9RW,1459350248670,English,6,hot,bath,not-Q,not cold,stage,32,212,144,94,6,9819,8,3,none
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377315393,English,1,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,66,30,7,20783,8,3,
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377340870,English,2,long,movie,not-P ,not long,individual,50,240,68,75,6,25475,8,3,
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377362428,English,3,full,band,Q,empty,stage,0,1200,148,172,6,21557,8,3,
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377375019,English,4,expensive,laptop,P,expensive,individual,50,4000,1683,2488,7,12589,8,3,
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377393244,English,5,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,90,69,1,18223,8,3,
A3QFR660T2UJBX:35DR22AR5ESAHSDEWZJXEHISFQN3XO,1459377450852,English,6,hot,bath,not-Q,not cold,stage,32,212,165,99,5,57606,8,3,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372011868,English,1,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,207,98,6,33320,4,1,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372025682,English,2,tall,US male,not-Q,not short,individual,48,96,82,68,4,13812,4,1,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372039490,English,3,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,66,45,1,13807,4,1,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372055074,English,4,full,band,Q,empty,stage,0,1200,1178,0,1,15583,4,1,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372070954,English,5,expensive,laptop,P,expensive,individual,50,4000,372,1497,7,15879,4,1,
A3ICWVGCEDRXS0:3R6BYFZZP8K5X4T7GUKZFQ7PIGOXFN,1459372090162,English,6,long,movie,P and not-P,long and not long,individual,50,240,108,130,1,19207,4,1,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459378983223,English,1,expensive,laptop,Q,cheap,individual,50,4000,2365,1867,7,15012,8,2,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459378992425,English,2,fast,car,not-P ,not fast,stage,0,120,77,28,3,9200,8,2,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459379002935,English,3,hot,bath,not-Q,not cold,stage,32,212,66,68,5,10509,8,2,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459379017356,English,4,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,112,90,4,14420,8,2,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459379023696,English,5,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,60,68,4,6338,8,2,
A1JFRWXMS10396:3NS0A6KXC5G0GZPHSWE2UWNCRVRGZ7,1459379045452,English,6,full,band,P,full,stage,0,1200,194,1200,4,21755,8,2,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394596329,english,1,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,2476,1242,2,8910,2,0,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394601725,english,2,full,band,P and not-P,full and not full,stage,0,1200,543,341,4,5393,2,0,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394609204,english,3,hot,bath,Q and not-Q,cold and not cold,stage,32,212,131,80,3,7475,2,0,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394617514,english,4,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,44,55,3,8308,2,0,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394624943,english,5,long,movie,not-P ,not long,individual,50,240,86,75,7,7426,2,0,
A38HFMRXB5Q13M:32VNZTT0A8CB2SA6NEIOZ4OAS95R48,1459394630629,english,6,tall,US male,P,tall,individual,48,96,95,76,7,5684,2,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350367984,English,1,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,75,66,2,37492,10,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350395472,English,2,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,183,90,2,27485,10,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350420538,English,3,long,movie,Q,short,individual,50,240,152,75,7,25063,10,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350438749,English,4,full,band,neither P nor Q,neither full nor empty,stage,0,1200,121,607,7,18210,10,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350459792,English,5,fast,car,not-Q,not slow,stage,0,120,34,75,6,21040,10,0,
A19I1KU0HG8JG3:34MAJL3QP5VJJQP4COHSH6LUMT443S,1459350477525,English,6,expensive,laptop,not-P ,not expensive,individual,50,4000,1864,432,7,17732,10,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379023427,English,1,fast,car,Q,slow,stage,0,120,12,9,6,13615,7,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379032600,English,2,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,1526,756,3,9170,7,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379042333,English,3,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,72,67,2,9731,7,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379053292,English,4,full,band,P,full,stage,0,1200,940,1180,7,10956,7,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379063774,English,5,long,movie,not-Q,not short,individual,50,240,173,160,6,10481,7,0,
ATHS9CW2FLYUY:3BEFOD78W71K5CXEI6M7D5U0MMZM48,1459379083093,English,6,hot,bath,Q and not-Q,cold and not cold,stage,32,212,149,135,2,19317,7,0,
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381002509,English,1,fast,car,not-Q,not slow,stage,0,120,39,65,2,25577,7,2,No
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381028093,English,2,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,3608,400,1,25584,7,2,No
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381063576,English,3,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,859,600,2,35483,7,2,No
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381084477,English,4,long,movie,Q,short,individual,50,240,58,75,5,20901,7,2,No
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381099780,English,5,tall,US male,P,tall,individual,48,96,56,74,7,15303,7,2,No
A2PD916OPCCIGB:3KXIR214I5OUY8TL8O3NYWG2GHK421,1459381126446,English,6,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,91,80,3,26666,7,2,No
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376109872,English,1,long,movie,neither P nor Q,neither long nor short,individual,50,240,228,90,5,19837,9,4,
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376128108,English,2,fast,car,Q and not-Q,slow and not slow,stage,0,120,42,45,2,18235,9,4,
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376153050,English,3,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,503,752,3,24940,9,4,
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376165216,English,4,tall,US male,P,tall,individual,48,96,68,74,7,12165,9,4,
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376181235,English,5,hot,bath,Q,cold,stage,32,212,95,65,7,16018,9,4,
A1OZL7QG65HABF:3IUZPWIU1PF1OQGV70FATKLNHA0WKW,1459376201603,English,6,expensive,laptop,not-P ,not expensive,individual,50,4000,475,293,7,20366,9,4,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349333897,english,1,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,82,35,2,20826,9,1,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349348431,english,2,long,movie,Q,short,individual,50,240,81,90,7,14533,9,1,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349365780,english,3,tall,US male,not-Q,not short,individual,48,96,69,72,4,17347,9,1,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349387340,english,4,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,87,90,6,21559,9,1,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349413696,english,5,full,band,not-P ,not full,stage,0,1200,790,900,5,26355,9,1,
AFVMFN52OMIX9:3ZGVPD4G6UP4L4BNCWD9TF21HNJTZ9,1459349436624,english,6,expensive,laptop,P,expensive,individual,50,4000,441,2502,7,22927,9,1,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374557348,English,1,fast,car,P and not-P,fast and not fast,stage,0,120,35,35,6,13610,6,3,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374574670,English,2,hot,bath,Q and not-Q,cold and not cold,stage,32,212,199,50,4,17319,6,3,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374591759,English,3,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,2927,599,5,17086,6,3,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374601640,English,4,long,movie,not-P ,not long,individual,50,240,159,120,6,9877,6,3,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374610287,English,5,tall,US male,Q,short,individual,48,96,62,64,3,8643,6,3,
A1WMJ844WUZN2H:3ERMJ6L4DZ0HOZFXK4KEGHEADOMM7P,1459374622645,English,6,full,band,P,full,stage,0,1200,587,1200,6,12355,6,3,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348764015,English,1,fast,car,not-P ,not fast,stage,0,120,64,40,1,23573,7,2,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348795959,English,2,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,2296,525,2,31936,7,2,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348848825,English,3,full,band,P and not-P,full and not full,stage,0,1200,286,1197,2,52860,7,2,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348866150,English,4,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,142,96,2,17312,7,2,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348887006,English,5,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,79,65,1,20849,7,2,
A4NESXCW7R6SX:3P529IW9KZTAXACI2BHB4WC2B53FL4,1459348900849,English,6,hot,bath,Q and not-Q,cold and not cold,stage,32,212,34,75,1,13836,7,2,
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350270443,English,1,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,82,56,6,10314,8,2,"No, thank you."
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350314077,English,2,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,33,85,4,43633,8,2,"No, thank you."
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350325124,English,3,long,movie,not-P ,not long,individual,50,240,159,132,6,11046,8,2,"No, thank you."
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350335678,English,4,tall,US male,P and not-P,tall and not tall,individual,48,96,68,72,5,10554,8,2,"No, thank you."
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350351195,English,5,full,band,Q and not-Q,empty and not empty,stage,0,1200,992,364,6,15517,8,2,"No, thank you."
A2XC6HDW19I1QF:3EICBYG6454XZ8488OFXGBE7A37JCW,1459350365089,English,6,expensive,laptop,not-Q,not cheap,individual,50,4000,1772,2641,1,13893,8,2,"No, thank you."
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383515324,English,1,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,149,90,7,24253,6,2,
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383537966,English,2,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,3815,603,5,22634,6,2,
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383551662,English,3,fast,car,not-Q,not slow,stage,0,120,116,60,6,13691,6,2,
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383574219,English,4,full,band,P and not-P,full and not full,stage,0,1200,480,1100,1,22552,6,2,
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383593143,English,5,hot,bath,not-P ,not hot,stage,32,212,185,75,4,18918,6,2,
A3W2GD46AOIJPJ:3MHW492WW1LJZPGT22NUMVUDZ6ZVMW,1459383607254,English,6,tall,US male,P,tall,individual,48,96,85,77,7,14101,6,2,
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348765062,English,1,long,movie,P,long,individual,50,240,94,100,5,22815,10,5,Thanks
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348788149,English,2,fast,car,P and not-P,fast and not fast,stage,0,120,37,60,1,23087,10,5,Thanks
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348802644,English,3,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,2554,890,1,14494,10,5,Thanks
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348819532,English,4,hot,bath,Q,cold,stage,32,212,112,90,7,16887,10,5,Thanks
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348835541,English,5,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,61,67,2,16008,10,5,Thanks
A3L2VS3998R77L:3VNXK88KKDQ4S5XZDTJPH9OTZ5AV9B,1459348856493,English,6,full,band,not-P ,not full,stage,0,1200,415,995,7,20950,10,5,Thanks
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351477056,English,1,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,1379,400,2,21277,5,0,None
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351490098,English,2,hot,bath,Q,cold,stage,32,212,52,83,7,13040,5,0,None
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351504619,English,3,fast,car,not-P ,not fast,stage,0,120,61,45,7,14519,5,0,None
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351525004,English,4,full,band,Q and not-Q,empty and not empty,stage,0,1200,780,199,1,20379,5,0,None
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351537268,English,5,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,70,70,6,12262,5,0,None
AVMIXXCHPD291:33IZTU6J829E19YTMEKYMPQ4747XSR,1459351549076,English,6,long,movie,P,long,individual,50,240,121,145,7,11806,5,0,None
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345942206,english,1,long,movie,Q and not-Q,short and not short,individual,50,240,179,136,1,10491,10,0,
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345947765,english,2,tall,US male,not-P ,not tall,individual,48,96,75,65,6,5555,10,0,
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345961163,english,3,hot,bath,P and not-P,hot and not hot,stage,32,212,113,58,1,13395,10,0,
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345968800,english,4,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,2482,677,6,7635,10,0,
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345974235,english,5,full,band,P,full,stage,0,1200,876,902,7,5434,10,0,
A27O2IILV3S5YS:34S9DKFK74X6L1WYJEPE69N7MBRYNK,1459345983178,english,6,fast,car,Q,slow,stage,0,120,93,33,7,8941,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371322431,English,1,long,movie,P and not-P,long and not long,individual,50,240,70,153,3,19845,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371340784,English,2,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,65,67,3,18348,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371352973,English,3,hot,bath,P,hot,stage,32,212,126,132,7,12183,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371365114,English,4,expensive,laptop,not-Q,not cheap,individual,50,4000,877,1106,7,12138,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371383109,English,5,fast,car,Q,slow,stage,0,120,17,38,6,17992,10,0,
A2A27TLFWKDXUW:34J10VATJG65YYULVOVSOFOO15SQI9,1459371403984,English,6,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,1130,1073,3,20870,10,0,
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371188649,English,1,full,band,not-Q,not empty,stage,0,1200,1017,499,1,28627,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371202296,English,2,long,movie,P and not-P,long and not long,individual,50,240,176,114,1,13645,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371215199,English,3,expensive,laptop,P,expensive,individual,50,4000,3289,1201,6,12901,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371233093,English,4,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,64,40,1,17892,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371252762,English,5,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,80,69,2,19667,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1SRVU0V65XJAK:3VHHR074H4PXIHXCKSJZG4ZLDJUL7K,1459371272195,English,6,hot,bath,Q,cold,stage,32,212,41,60,7,19432,9,2,I enjoyed doing this task. Thanks for the opportunity!
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348738354,English,1,long,movie,P,long,individual,50,240,182,190,7,12108,10,3,
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348752385,English,2,tall,US male,not-Q,not short,individual,48,96,50,72,6,14028,10,3,
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348771776,English,3,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,416,516,5,19388,10,3,
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348787379,English,4,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,42,60,5,15600,10,3,
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348808443,English,5,full,band,Q and not-Q,empty and not empty,stage,0,1200,749,103,2,21056,10,3,
A1P14RA5FX3HPD:30OG32W0SVJ8FWF7JDDKZ6VR4ZONEW,1459348826088,English,6,hot,bath,P and not-P,hot and not hot,stage,32,212,204,125,4,17638,10,3,
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370866332,English,1,tall,US male,P and not-P,tall and not tall,individual,48,96,64,67,5,20684,4,1,Thank you.
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370881843,English,2,expensive,laptop,not-Q,not cheap,individual,50,4000,3593,2914,5,15508,4,1,Thank you.
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370905164,English,3,hot,bath,not-P ,not hot,stage,32,212,131,96,5,23320,4,1,Thank you.
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370918020,English,4,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,48,54,5,12855,4,1,Thank you.
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370937787,English,5,full,band,Q and not-Q,empty and not empty,stage,0,1200,925,402,5,19764,4,1,Thank you.
A10LGIY5HFYMZM:32SCWG5HIIC452Y5TA7ER789NIBP6N,1459370957873,English,6,long,movie,neither P nor not-P,neither long nor not long,individual,50,240,207,121,4,20084,4,1,Thank you.
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378672487,English,1,long,movie,Q,short,individual,50,240,197,90,7,28644,7,4,
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378704235,English,2,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,176,90,5,31734,7,4,
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378724726,English,3,fast,car,Q and not-Q,slow and not slow,stage,0,120,89,30,2,20482,7,4,
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378751929,English,4,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3389,356,2,27191,7,4,
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378766302,English,5,tall,US male,P,tall,individual,48,96,88,74,7,14367,7,4,
A3M43ST1JU11T9:3BV8HQ2ZZX9XIYS34RPH1CJEOWH6AU,1459378791924,English,6,full,band,not-Q,not empty,stage,0,1200,563,267,3,25613,7,4,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395538616,English,1,tall,US male,neither Q nor not-Q,neither short nor not short,individual,48,96,95,69,7,14655,10,2,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395553790,English,2,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,143,110,5,15172,10,2,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395566486,English,3,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3900,1350,5,12695,10,2,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395581326,English,4,fast,car,Q,slow,stage,0,120,7,20,7,14839,10,2,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395590656,English,5,long,movie,not-P ,not long,individual,50,240,207,175,7,9329,10,2,
AOBTFLJU2BEPR:3GA6AFUKOPWDV2DZRV1BBVUYR0BH3G,1459395604714,English,6,full,band,Q and not-Q,empty and not empty,stage,0,1200,566,801,6,14057,10,2,
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372490783,English,1,hot,bath,not-Q,not cold,stage,32,212,181,77,3,30300,10,3,Thanks for the opportunity
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372516279,English,2,full,band,P and not-P,full and not full,stage,0,1200,1173,1102,5,25496,10,3,Thanks for the opportunity
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372547860,English,3,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,47,40,3,31577,10,3,Thanks for the opportunity
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372590275,English,4,long,movie,not-P ,not long,individual,50,240,54,60,2,42411,10,3,Thanks for the opportunity
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372618442,English,5,expensive,laptop,P,expensive,individual,50,4000,929,701,6,28164,10,3,Thanks for the opportunity
AG7C4X3WKKBV:3JC6VJ2SACR1ZUSPZ8FC965ES125A9,1459372627104,English,6,tall,US male,Q and not-Q,short and not short,individual,48,96,72,68,5,8660,10,3,Thanks for the opportunity
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375807675,English,1,hot,bath,not-Q,not cold,stage,32,212,148,115,2,31047,10,0,Good job.
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375826873,English,2,long,movie,Q,short,individual,50,240,194,90,7,19194,10,0,Good job.
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375841224,English,3,fast,car,Q and not-Q,slow and not slow,stage,0,120,40,50,1,14349,10,0,Good job.
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375882379,English,4,full,band,neither P nor Q,neither full nor empty,stage,0,1200,1120,1000,2,41152,10,0,Good job.
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375902826,English,5,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,2254,604,1,20445,10,0,Good job.
A2O9DCJ35SXHXI:3C5W7UE9CGYB3ELO2HOCAGRYFHZXMT,1459375915832,English,6,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,77,70,1,13002,10,0,Good job.
A29PB2C8XD8TVG:3XCC1ODXDMJIRXX4LBP127PFOZ1QRZ,1459348962131,English,1,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,93,40,3,16802,10,0,
